source_date,source_time,dataset,instrument,surface,tenor,metric,value,unit,day_change,percentile_1y,percentile_3y,observations_1y,observations_3y,source_url
2026-09-02,10:00,options,USD.CNY,ATM,1M,implied_vol_mid,1.5,pct,-0.0107,50.0,50.0,2,2,https://www.chinamoney.com.cn/chinese/bkcurvfqq/
2026-09-02,10:00,options,USD.CNY,ATM,1W,implied_vol_ask,1.2818,pct,0.0485,100.0,100.0,2,2,https://www.chinamoney.com.cn/chinese/bkcurvfqq/
2026-09-02,10:00,options,USD.CNY,ATM,1W,implied_vol_bid,1.2818,pct,0.0485,100.0,100.0,2,2,https://www.chinamoney.com.cn/chinese/bkcurvfqq/
2026-09-02,10:00,options,USD.CNY,ATM,1W,implied_vol_mid,1.2818,pct,0.0485,100.0,100.0,2,2,https://www.chinamoney.com.cn/chinese/bkcurvfqq/
2026-09-02,10:00,options,USD.CNY,ATM,1Y,implied_vol_ask,3.035,pct,-0.165,50.0,50.0,2,2,https://www.chinamoney.com.cn/chinese/bkcurvfqq/
2026-09-02,10:00,options,USD.CNY,ATM,1Y,implied_vol_bid,3.03,pct,0.23,100.0,100.0,2,2,https://www.chinamoney.com.cn/chinese/bkcurvfqq/
2026-09-02,10:00,options,USD.CNY,ATM,1Y,implied_vol_mid,3.0339,pct,0.0039,100.0,100.0,2,2,https://www.chinamoney.com.cn/chinese/bkcurvfqq/
2026-09-02,10:00,options,USD.CNY,ATM,2M,implied_vol_ask,1.7875,pct,-0.2125,50.0,50.0,2,2,https://www.chinamoney.com.cn/chinese/bkcurvfqq/
2026-09-02,10:00,options,USD.CNY,ATM,2M,implied_vol_bid,1.7875,pct,0.1875,100.0,100.0,2,2,https://www.chinamoney.com.cn/chinese/bkcurvfqq/
2026-09-02,10:00,options,USD.CNY,ATM,2M,implied_vol_mid,1.7875,pct,-0.0275,50.0,50.0,2,2,https://www.chinamoney.com.cn/chinese/bkcurvfqq/
2026-09-02,10:00,options,USD.CNY,ATM,2W,implied_vol_ask,1.323,pct,0.048,100.0,100.0,2,2,https://www.chinamoney.com.cn/chinese/bkcurvfqq/
2026-09-02,10:00,options,USD.CNY,ATM,2W,implied_vol_bid,1.323,pct,0.048,100.0,100.0,2,2,https://www.chinamoney.com.cn/chinese/bkcurvfqq/
2026-09-02,10:00,options,USD.CNY,ATM,2W,implied_vol_mid,1.323,pct,0.048,100.0,100.0,2,2,https://www.chinamoney.com.cn/chinese/bkcurvfqq/
2026-09-02,10:00,options,USD.CNY,ATM,2Y,implied_vol_ask,3.6,pct,0.0,100.0,100.0,2,2,https://www.chinamoney.com.cn/chinese/bkcurvfqq/
2026-09-02,10:00,options,USD.CNY,ATM,2Y,implied_vol_bid,3.15,pct,0.0,100.0,100.0,2,2,https://www.chinamoney.com.cn/chinese/bkcurvfqq/
2026-09-02,10:00,options,USD.CNY,ATM,2Y,implied_vol_mid,3.375,pct,0.0,100.0,100.0,2,2,https://www.chinamoney.com.cn/chinese/bkcurvfqq/
2026-09-02,10:00,options,USD.CNY,ATM,3M,implied_vol_ask,2.0375,pct,-0.2125,50.0,50.0,2,2,https://www.chinamoney.com.cn/chinese/bkcurvfqq/
2026-09-02,10:00,options,USD.CNY,ATM,3M,implied_vol_bid,2.0375,pct,0.2375,100.0,100.0,2,2,https://www.chinamoney.com.cn/chinese/bkcurvfqq/
2026-09-02,10:00,options,USD.CNY,ATM,3M,implied_vol_mid,2.0375,pct,-0.0137,50.0,50.0,2,2,https://www.chinamoney.com.cn/chinese/bkcurvfqq/
2026-09-02,10:00,options,USD.CNY,ATM,3W,implied_vol_ask,1.4,pct,0.0,100.0,100.0,2,2,https://www.chinamoney.com.cn/chinese/bkcurvfqq/
2026-09-02,10:00,options,USD.CNY,ATM,3W,implied_vol_bid,1.4,pct,0.0,100.0,100.0,2,2,https://www.chinamoney.com.cn/chinese/bkcurvfqq/
2026-09-02,10:00,options,USD.CNY,ATM,3W,implied_vol_mid,1.4,pct,0.0,100.0,100.0,2,2,https://www.chinamoney.com.cn/chinese/bkcurvfqq/
2026-09-02,10:00,options,USD.CNY,ATM,3Y,implied_vol_ask,3.8,pct,0.0,100.0,100.0,2,2,https://www.chinamoney.com.cn/chinese/bkcurvfqq/
2026-09-02,10:00,options,USD.CNY,ATM,3Y,implied_vol_bid,3.25,pct,0.0,100.0,100.0,2,2,https://www.chinamoney.com.cn/chinese/bkcurvfqq/
2026-09-02,10:00,options,USD.CNY,ATM,3Y,implied_vol_mid,3.525,pct,0.0,100.0,100.0,2,2,https://www.chinamoney.com.cn/chinese/bkcurvfqq/
2026-09-02,10:00,options,USD.CNY,ATM,6M,implied_vol_ask,2.5075,pct,-0.0008,50.0,50.0,2,2,https://www.chinamoney.com.cn/chinese/bkcurvfqq/
2026-09-02,10:00,options,USD.CNY,ATM,6M,implied_vol_bid,2.5075,pct,-0.0008,50.0,50.0,2,2,https://www.chinamoney.com.cn/chinese/bkcurvfqq/
2026-09-02,10:00,options,USD.CNY,ATM,6M,implied_vol_mid,2.5075,pct,-0.0008,50.0,50.0,2,2,https://www.chinamoney.com.cn/chinese/bkcurvfqq/
2026-09-02,10:00,options,USD.CNY,ATM,9M,implied_vol_ask,2.85,pct,0.025,100.0,100.0,2,2,https://www.chinamoney.com.cn/chinese/bkcurvfqq/
2026-09-02,10:00,options,USD.CNY,ATM,9M,implied_vol_bid,2.78,pct,-0.045,50.0,50.0,2,2,https://www.chinamoney.com.cn/chinese/bkcurvfqq/
2026-09-02,10:00,options,USD.CNY,ATM,9M,implied_vol_mid,2.815,pct,-0.01,50.0,50.0,2,2,https://www.chinamoney.com.cn/chinese/bkcurvfqq/
2026-09-02,14:00,reference_rate,USD/CNY,,,reference_rate_14,6.7216,rate,0.001,100.0,100.0,5,5,https://www.chinamoney.com.cn/ags/ms/cm-u-bk-fx/RefRateHis
2026-09-02,16:30,swaps,USD.CNY,,18M,forward_all_in,6.4405,rate,-0.0038,25.0,25.0,4,4,https://www.chinamoney.com.cn/chinese/bkcurvfsw/
2026-09-02,16:30,swaps,USD.CNY,,18M,swap_points,-2815.0,pips,-39.5,25.0,25.0,4,4,https://www.chinamoney.com.cn/chinese/bkcurvfsw/
